BusinessName,Address,CITY,State,ZIP,LICSTATUS,LICENSECAT,DESCRIPT,LicenseAddDtTm,Latitude,Longitude,Neighbourhood
Banh Mi Ok,44 School,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,8/27/20 12:45,0,0,Beacon Hill
Bani Restaurant,4541 Washington,Roslindale,MA,2131,Active,FS,Eating & Drinking,12/7/06 13:36,42.278345,-71.137197,Roslindale
Banners Kitchen and Tap,80 Causeway,Boston,MA,2114,Active,FS,Eating & Drinking,2/1/19 10:12,42.365678,-71.061705,Downtown
Banyan Bar & Refuge,537 Tremont,Boston,MA,2116,Active,FS,Eating & Drinking,3/27/15 10:03,42.344711,-71.071404,Back Bay
Bar A Vin 1855,259 Newbury,Boston,MA,2116,Active,FS,Eating & Drinking,1/9/19 9:31,42.349646,-71.083221,Back Bay
Bar Lyon,1750 Washington,Boston,MA,2118,Active,FS,Eating & Drinking,9/28/17 14:21,0,0,South End
Bar Mercato,54 Devonshire,Boston,MA,2109,Active,FS,Eating & Drinking,2/6/19 14:58,42.358341,-71.057106,Downtown
Bar Mezzana,360 Harrison,Roxbury,MA,2118,Active,FS,Eating & Drinking,12/11/15 14:10,0,0,Roxbury
Barcelona Restaurant,503 Tremont,Boston,MA,2116,Active,FS,Eating & Drinking,2/27/14 12:16,42.344923,-71.070755,Back Bay
BARNES & NOBLE BOOKSELLERS (R),800 Boylston,Boston,MA,2199,Active,FS,Eating & Drinking,12/7/06 13:35,42.347296,-71.081457,Back Bay
BARNEY'S GRILL,299 Havre,East Boston,MA,2128,Active,FS,Eating & Drinking,12/7/06 13:35,42.376526,-71.033798,East Boston
BARRY'S BOOTCAMP,10 Huntington,Boston,MA,2116,Active,FS,Eating & Drinking,4/27/18 11:41,42.348545,-71.077314,Back Bay
BARRY'S BOOTCAMP,38 Chauncy,Boston,MA,2111,Active,FS,Eating & Drinking,4/16/13 11:18,42.3538,-71.05977,Downtown
Bartaco,25 Thomson,Boston,MA,2210,Active,FS,Eating & Drinking,2/12/18 11:49,0,0,South Boston Waterfront
Basho Express,685 Commonwealth,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,10/9/15 9:57,42.350149,-71.104511,Fenway
Basho Japanese Brasserie,100 Legends,Boston,MA,2114,Active,FS,Eating & Drinking,10/4/16 9:56,0,0,West End
Basho Japanese Brasserie,1310 Boylston,Boston,MA,2215,Active,FS,Eating & Drinking,10/29/09 13:22,42.344147,-71.098428,Fenway
Basho Japanese Sushi@B.U.(G.S.U.),775 Commonwealth,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,2/28/13 8:06,42.350873,-71.108963,Fenway
Basile- Fine Italian Kitchen,162 Columbus,Boston,MA,2116,Active,FS,Eating & Drinking,5/8/19 8:40,42.349256,-71.070608,Back Bay
Battery Wharf Hotel,3 Battery,Boston,MA,2109,Active,FS,Eating & Drinking,4/13/17 14:12,0,0,Downtown
BATTERY WHARF HOTEL BOSTON WATERFRONT,2 Battery,Boston,MA,2109,Active,FS,Eating & Drinking,12/18/15 15:16,42.367173,-71.050159,Downtwon
BBQ Chicken,182 Harvard,Boston,MA,2134,Active,FS,Eating & Drinking,2/23/17 12:41,0,0,Allston
Beacon Cafe @Univ. of Mass Boston,100 William T Morrissey,Dorchester,MA,2125,Active,FS,Eating & Drinking,10/18/13 10:53,42.313144,-71.038947,Dorchester
BEACON HILL HOTEL & BISTRO,25 Charles,Boston,MA,2114,Active,FS,Eating & Drinking,2/15/19 13:37,0,0,West End
Beacon Hill Pub,147 Charles,Boston,MA,2114,Active,FS,Eating & Drinking,12/31/18 8:38,42.36045,-71.070563,Beacon Hill
Bean & Leaf Cafe,20 Custom House,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,42.358135,-71.053058,Downtown
BEANTOWN BURRITO,340 Longwood,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,42.338284,-71.106989,Longwood Medical Area
Beantown Pastrami,100 Hanover,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,2/23/15 14:32,0,0,Beacon Hill
Beantown Pho & Grill,272 Newbury,Boston,MA,2116,Active,FS,Eating & Drinking,5/5/14 12:20,42.34912,-71.08342,Back Bay
Beantown Pub,100 Tremont,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,42.357232,-71.060979,Downtown
Beard's Papa,31 Harrison,Boston,MA,2111,Active,FS,Eating & Drinking,9/17/14 14:00,0,0,Downtown
Beijing Cafe,728 Commonwealth,Boston,MA,2115,Active,FS,Eating & Drinking,12/7/06 13:35,0,0,Fenway
Bell In Hand,45 Union,Boston,MA,2108,Active,FS,Eating & Drinking,12/7/06 13:34,42.3616,-71.05706,Downtown
Bella Vista,288 Hanover,Boston,MA,2113,Active,FS,Eating & Drinking,4/1/07 8:35,42.36402,-71.0545,Downtown
Ben & Jerry's,174 Newbury,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,42.35031,-71.079,Back Bay
Ben & Jerry's,300 Faneuil Hall Marketplace,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,3/7/19 11:31,0,0,Downtown
Ben & Jerry's,77 Seaport,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,1/12/17 10:40,0,0,South Boston Waterfront
Ben & Jerry's (Kiosk),800 Boylston,Boston,MA,2199,Active,FT,Eating & Drinking w/ Take Out,1/12/17 10:23,42.347296,-71.081457,Back Bay
Ben Cotto,357 Hanover,Boston,MA,2113,Active,FS,Eating & Drinking,5/7/15 13:52,42.36466,-71.05337,Downtown
Benevento's,111 Salem,Boston,MA,2113,Active,FS,Eating & Drinking,7/24/09 10:05,42.36427,-71.05536,Downtown
Bennetts Sandwich Shop,84 Peterborough,Boston,MA,2215,Active,FS,Eating & Drinking,3/8/17 11:36,42.343135,-71.098841,Fenway
Bep Bui,95 Freeport,Dorchester,MA,2121,Active,FS,Eating & Drinking,8/16/19 11:39,42.305218,-71.057569,Dorchester
Berkeley Bistro,200 Berkeley,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,10/18/19 14:20,42.35006,-71.072919,Back Bay
BERKELEY PERK CAFE,69 Berkeley,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,42.34678,-71.07061,Back Bay
Berklee College of Music,160 Massachusetts,Boston,MA,2115,Active,FS,Eating & Drinking,1/7/13 12:46,0,0,Fenway
Berkshire Farms Market,200 Terminal,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,11/8/13 9:59,0,0,East Boston
Berkshire Farms Market A,500 Terminal,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,1/25/19 12:56,0,0,East Boston
BERTUCCI'S,633 V F W,WEST ROXBURY,MA,2132,Active,FS,Eating & Drinking,12/7/06 13:34,0,0,West Roxbury
BEST BARBECUE KITCHEN,86 BEACH,BOSTON,MA,2111,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,0,0,Downtown
Best Fried Chicken,1198 Blue Hill,Mattapan,MA,2126,Active,FT,Eating & Drinking w/ Take Out,4/30/21 15:46,42.283694,-71.091958,Mattapan
Beth Israel Deaconess,330 Brookline,Boston,MA,2115,Active,FS,Eating & Drinking,4/13/07 8:21,42.33982,-71.10568,Fenway
Better Bagels,77 Seaport,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,1/4/17 10:57,0,0,South Boston Waterfront
B-Good,354 Longwood,Boston,MA,2215,Active,FS,Eating & Drinking,3/13/15 10:58,0,0,Fenway
Bianco & Sons Sausage- K15,80 Causeway,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,2/26/20 10:04,0,0,West End
Biddy Earlys,141 Pearl,Boston,MA,2110,Active,FS,Eating & Drinking,12/7/06 13:35,42.35464,-71.05374,Downtown
BIG DADDY HOT DOGS,10 Whittier,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,6/18/19 9:45,42.365678,-71.066648,Downtown
BIG DADDY'S PIZZA,436 WESTERN ,BRIGHTON,MA,2135,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,0,0,Brighton
Big Night Live,80 Causeway,Boston,MA,2114,Active,FS,Eating & Drinking,10/10/19 16:38,42.365678,-71.061705,Downtown
Bijou Night Club,51 Stuart,Boston,MA,2116,Active,FS,Eating & Drinking,6/24/11 9:46,42.351234,-71.064128,Chinatown
Billares Colombia,16 Bennington,East Boston,MA,2128,Active,FS,Eating & Drinking,3/1/13 12:53,42.37529,-71.0383,East Boston
Bill's Bar,7 Lansdowne,Boston,MA,2215,Active,FS,Eating & Drinking,12/7/06 13:34,42.34733,-71.09499,Fenway
BILLY TSE RESTAURANT,240 Commercial,Boston,MA,2109,Active,FS,Eating & Drinking,12/7/06 13:34,42.36385,-71.05146,Downtown
Billy's Sub Shop,57 Berkeley,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,42.34659,-71.07051,Back Bay
BILLY'S TEXAS B.B.Q.,530 Washington,Dorchester,MA,2124,Active,FS,Eating & Drinking,12/7/06 13:34,42.29298,-71.07162,Dorchester
Bin 26 Enoteca,26 Charles,Boston,MA,2114,Active,FS,Eating & Drinking,8/14/07 14:45,42.356745,-71.069988,Beacon Hill
BIRCH STREET BISTRO,14 Birch,West Roxbury,MA,2132,Active,FS,Eating & Drinking,12/7/06 13:35,42.26346,-71.15857,West Roxbury
BISHOP'S MEDITERRANEAN,70 Staniford,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,1/31/14 13:14,42.362733,-71.06423,Downtown
Bisq Meat & Sandwiches,201 Brookline,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,4/17/19 13:43,42.344649,-71.102201,Fenway
Bistro du Midi,272 Boylston,Boston,MA,2116,Active,FS,Eating & Drinking,12/7/06 13:35,42.351859,-71.069669,Downtown
BK's Pub,4272 Washington,Roslindale,MA,2131,Active,FS,Eating & Drinking,12/7/06 13:33,42.285083,-71.129349,Roslindale
Black Jack Pasta Kitchen,1399 Washington,Roxbury,MA,2118,Active,FS,Eating & Drinking,4/22/19 13:26,42.34131,-71.07027,South End
Black Lamb,571 Tremont,Roxbury,MA,2118,Active,FS,Eating & Drinking,5/14/19 12:59,0,0,Roxbury
Black Rose,160 State,Boston,MA,2109,Active,FS,Eating & Drinking,12/7/06 13:34,42.35944,-71.05379,Downtown
Black Seeds,131 Tremont,Boston,MA,2111,Active,FS,Eating & Drinking,12/7/06 13:34,42.356002,-71.062138,Downtown
Blackbird,100 Holton,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,4/25/18 11:17,0,0,Brighton
Blackbird Donuts,1321 Boylston,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,1/12/17 12:57,0,0,Fenway
Blackbird Doughnuts,175 Cambridge,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,3/13/20 10:11,0,0,West End
Blackbird Doughnuts & Sally's Sandwiches,460 Tremont,Roxbury,MA,2116,Active,FT,Eating & Drinking w/ Take Out,9/26/14 10:08,42.345792,-71.069134,South End
Blackmoor Bar & Kitchen,1 Chelsea,Charlestown,MA,2129,Active,FS,Eating & Drinking,11/16/15 11:26,42.3712,-71.061707,Charlestown
Blake's Boston,280 Friend,Boston,MA,2114,Active,FS,Eating & Drinking,6/25/18 10:28,0,0,West End
Blaze Fast Fired Pizza,1282 Boylston,Boston,MA,2215,Active,FS,Eating & Drinking,4/12/16 10:28,0,0,Fenway
Blaze Pizza,123 Stuart,Boston,MA,2116,Active,FS,Eating & Drinking,9/20/16 11:32,42.351378,-71.065729,Downtown
Blaze Pizza,961 Commonwealth,Boston,MA,2215,Active,FS,Eating & Drinking,7/19/17 11:14,42.35192,-71.11908,Fenway
Bleacher Bar,70 Lansdowne,Boston,MA,2215,Active,FS,Eating & Drinking,4/2/08 13:17,42.347051,-71.098327,Fenway
Blend,1310 DORCHESTER ,DORCHESTER,MA,2122,Active,FS,Eating & Drinking,12/7/06 13:34,0,0,Dorchester
Blu,4 Avery,Boston,MA,2111,Active,FS,Eating & Drinking,10/22/14 14:53,42.35307,-71.06292,Downtown
Blue Asia Cafe,101 Brighton,Allston,MA,2134,Active,FS,Eating & Drinking,10/8/09 10:36,42.353081,-71.130624,Allston
Blue Bottle Coffee,100 Federal,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,7/18/17 11:25,42.35477,-71.05613,Downtown
Blue Bottle Coffee,163 Newbury,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,7/31/19 11:39,42.35084,-71.07879,Back Bay
Blue Bottle Coffee,800 Boylston,Boston,MA,2199,Active,FS,Eating & Drinking,10/23/17 13:57,42.347296,-71.081457,Back Bay
Blue Cross Blue Sheild of Ma. Cafe,101 Huntington,Boston,MA,2199,Active,FS,Eating & Drinking,11/15/13 12:40,42.346865,-71.080632,Back Bay
Blue Dragon,324 A,Boston,MA,2210,Active,FS,Eating & Drinking,8/23/12 13:10,42.349391,-71.049735,Downtown
Blue Hill House of Pizza,161 Blue Hill,Roxbury,MA,2119,Active,FT,Eating & Drinking w/ Take Out,11/9/18 12:30,42.31931,-71.07795,Dorchester
Blue Mountain Jamaican Restaurant,884 Morton,Dorchester,MA,2124,Active,FS,Eating & Drinking,7/9/19 14:11,42.281,-71.08457,Dorchester
Blue Nile,389 Centre,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,10/5/16 13:44,0,0,Jamaica Plain
BLUE STAR RESTAURANT,11 Corinth,Roslindale,MA,2131,Active,FS,Eating & Drinking,12/7/06 13:35,42.28641,-71.13043,Roslindale
Blue Yama,418 Market,Brighton,MA,2135,Active,FS,Eating & Drinking,1/10/20 9:51,42.349342,-71.153159,Brighton
Blunch,59 EAST SPRINGFIELD,BOSTON,MA,2136,Active,FT,Eating & Drinking w/ Take Out,12/5/07 15:00,0,0,Hyde Park
BO9/CO9/Y7,4 Jersey,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,3/8/11 9:03,42.346723,-71.09868,Fenway
Boba Me,1520 Tremont,Mission Hill,MA,2120,Active,FT,Eating & Drinking w/ Take Out,11/20/18 12:07,42.33221,-71.09977,Mission Hill
BoBo Cafe,135 Massachusetts,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,7/26/19 12:01,0,0,Fenway
Bodega Canal,57 Canal,Boston,MA,2114,Active,FS,Eating & Drinking,11/15/17 9:58,42.363866,-71.059131,Downtown
Bohemios Restaurant,30 Bennington,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,12/11/15 13:52,42.37539,-71.038018,East Boston
Boloco,133 Federal,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,42.35426,-71.0566,Downtown
Boloco,283 LONGWOOD ,BOSTON,MA,2115,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,0,0,Fenway
Boloco,48 Congress,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,8/3/07 10:00,42.35798,-71.05599,Downtown
Boloco - Berklee,1080 Boylston,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,11/5/09 9:38,42.346952,-71.088046,Back Bay
Boloco Inspired Burritos,2 Park,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,9/5/08 8:31,42.352269,-71.067108,Downtown
Bon Appetit Creperie,100 Hanover,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,5/24/18 14:12,0,0,Beacon Hill
BON APPETIT RESTAURANT,1138 Blue Hill,Dorchester,MA,2124,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,42.285777,-71.09125,Dorchester
Bon Me,100 Hanover,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,6/18/15 10:55,0,0,Beacon Hill
Bon Me,415 Brookline,Boston,MA,2215,Active,FS,Eating & Drinking,11/22/17 11:54,42.338699,-71.107791,Fenway
Bon Me,441 Stuart,Boston,MA,2116,Active,FS,Eating & Drinking,3/23/17 10:16,42.348624,-71.075972,Back Bay
Bon Me Restaurant,313 Congress,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,4/22/14 14:08,42.35111,-71.0502,Downtown
Bonapita,51 Franklin,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,10/2/13 11:07,42.35537,-71.05877,Downtown
Bonapita,77 Spring,West Roxbury,MA,2132,Active,FS,Eating & Drinking,7/2/18 10:33,42.277765,-71.16403,West Roxbury
Bonchon Allston,101 Brighton,Allston,MA,2134,Active,FS,Eating & Drinking,2/8/12 11:03,42.353081,-71.130624,Allston
Bonne Chance Cafe,77 Canal,Boston,MA,2114,Active,FS,Eating & Drinking,7/22/10 8:19,42.364196,-71.059521,Downtown
Bootleg Special,400 Tremont,Roxbury,MA,2116,Active,FS,Eating & Drinking,8/1/17 11:21,0,0,Roxbury
Bos Burger,1501 Dorchester,Dorchester,MA,2122,Active,FS,Eating & Drinking,1/10/18 15:14,0,0,Dorchester
BOS' Sichuan Taste,204 Harvard,Allston,MA,2134,Active,FS,Eating & Drinking,6/29/21 12:01,42.349958,-71.130478,Allston
BOSTON & MAINE FISH CO.,200 Faneuil Hall Market,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,3/7/07 11:11,0,0,Downtown
BOSTON BACK BAY HILTON,40 Dalton,Boston,MA,2115,Active,FS,Eating & Drinking,12/7/06 13:35,42.34645,-71.08526,Back Bay
Boston Bagel Company,753 Broadway,South Boston,MA,2127,Active,FS,Eating & Drinking,12/20/17 12:37,42.335436,-71.035227,South Boston
Boston Beer Works (Pier C),300 LOGAN AIRPORT TRMNL C,EAST BOSTON,MA,2128,Active,FS,Eating & Drinking,2/25/08 9:47,0,0,East Boston
Boston Bowl,820 WM T MORRISSEY ,DORCHESTER,MA,2122,Active,FS,Eating & Drinking,12/7/06 13:33,0,0,Dorchester
Boston Burger,1100 Boylston,Boston,MA,2215,Active,FS,Eating & Drinking,9/9/11 12:59,42.346842,-71.088506,Back Bay
Boston Celtics Practice Facility Dining,38 Guest,Brighton,MA,2135,Active,FS,Eating & Drinking,3/12/18 13:13,0,0,Brighton
Boston Chops,1375 Washington,Roxbury,MA,2118,Active,FS,Eating & Drinking,12/20/12 9:36,0,0,Roxbury
Boston Chops,52 Temple,Boston,MA,2111,Active,FS,Eating & Drinking,12/19/16 11:02,42.355231,-71.061481,Downtown
Boston Chowda Co.,300 FANEUIL HALL MARKET,BOSTON,MA,2109,Active,FT,Eating & Drinking w/ Take Out,3/25/07 11:13,0,0,Downtown
BOSTON COLLEGE CLUB,100 Federal,Boston,MA,2110,Active,FS,Eating & Drinking,12/7/06 13:34,42.35477,-71.05613,Downtown
BOSTON COLLEGE WALSH HALL,150 ST THOMAS MOORE,Brighton,MA,2135,Active,FS,Eating & Drinking,3/23/07 16:15,0,0,Brighton
Boston Eagle,520 Tremont,Roxbury,MA,2116,Active,FS,Eating & Drinking,12/7/06 13:34,42.34468,-71.06998,South End
Boston Elite,60 Rowes Wharf,Downtown/Financial District,MA,2110,Active,FS,Eating & Drinking,11/21/16 8:25,0,0,Downtown
Boston Fried Chicken,998 Blue Hill,Dorchester,MA,2124,Active,FS,Eating & Drinking,3/7/18 12:06,0,0,Dorchester
Boston Harbor Distillery,12R Ericsson,Dorchester,MA,2122,Active,FS,Eating & Drinking,6/25/21 11:28,42.292109,-71.041037,Dorchester
Boston Harbor Hotel,70 Rowes,Boston,MA,2110,Active,FS,Eating & Drinking,12/7/06 13:33,0,0,Downtown
Boston Harbor Hotel Wharf Room,40 Rowes,Boston,MA,2110,Active,FS,Eating & Drinking,4/13/17 12:43,42.356672,-71.049727,Downtown
Boston House of Pizza,940 AMER LEGION ,ROSLINDALE,MA,2131,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:33,0,0,ROSLINDALE
Boston Kebab House,44 Kilby,Boston,MA,2109,Active,FS,Eating & Drinking,5/31/12 8:52,42.358114,-71.055317,Downtown
Boston Kitchen,300 Faneuil Hall Market,BOSTON,MA,2110,Active,FT,Eating & Drinking w/ Take Out,3/31/07 11:53,0,0,Downtown
Boston Kitchen Pizza,707 Washington,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,10/23/09 11:30,42.35107,-71.06308,Chinatown
Boston Living Center,29 Stanhope,Boston,MA,2116,Active,FS,Eating & Drinking,12/7/06 13:34,42.348579,-71.07304,Back Bay
Boston Lodge of Elks #10,1 Morrell,West Roxbury,MA,2132,Active,FS,Eating & Drinking,8/18/20 11:43,42.27366,-71.1693,West Roxbury
Boston Marriott Long Wharf - FS,296 State,Boston,MA,2110,Active,FS,Eating & Drinking,12/7/06 13:35,42.36012,-71.05091,Downtown
Boston Marriott Longwharf,296 State,Boston,MA,2110,Active,FS,Eating & Drinking,12/7/06 13:35,42.36012,-71.05091,Downtown
Boston Medical Center,830 Harrison,Roxbury,MA,2118,Active,FT,Eating & Drinking w/ Take Out,12/12/18 10:18,0,0,Roxbury
Boston Medical Center (Shapiro Bldg.),830 Harrison,Roxbury,MA,2118,Active,FS,Eating & Drinking,2/19/10 10:41,0,0,Roxbury
Boston News Cafe,28 State,Boston,MA,2109,Active,FS,Eating & Drinking,10/21/10 8:57,42.35933,-71.05745,Downtown
Boston News Cafe (90 Arch St.),90 Arch,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,11/10/11 10:16,42.354732,-71.058368,Downtown
Boston Opera House,539 Washington,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,9/30/09 12:49,42.353999,-71.06237,Downtown
Boston Park Plaza (Main Kitchen/Room Serv.),50 Park,Boston,MA,2116,Active,FS,Eating & Drinking,12/20/10 8:36,42.351297,-71.069204,Downtown
Boston Park Plaza Employee Cafeteria(3rdFl),50 Park,Boston,MA,2116,Active,FS,Eating & Drinking,12/20/10 8:23,42.351297,-71.069204,Downtown
Boston Pizza & Grill,533 Columbia,Dorchester,MA,2125,Active,FT,Eating & Drinking w/ Take Out,7/26/13 10:57,42.315736,-71.065951,Dorchester
BOSTON SAIL LOFT,80 Atlantic,Boston,MA,2110,Active,FS,Eating & Drinking,12/7/06 13:34,42.362516,-71.050719,Downtown
Boston Shawarma,315 Huntington,Boston,MA,2115,Active,FS,Eating & Drinking,3/11/09 9:14,0,0,Fenway
Boston Soup Company- K3,80 Causeway,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,2/13/20 12:59,0,0,West End
Boston Symphony Orchestra,301 MASSACHUSETTS ,BOSTON,MA,2115,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,0,0,Fenway
BOSTON UNIVERSITY ATHLETIC CTR,285 BABCOCK,BOSTON,MA,2215,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,0,0,Fenway
Boston Yacht Haven,87 COMMERCIAL WHARF,BOSTON,MA,2110,Active,FS,Eating & Drinking,9/15/08 15:27,0,0,Downtown
Bostonia Public House,131 State,Boston,MA,2109,Active,FS,Eating & Drinking,1/15/14 12:19,42.358974,-71.054235,Downtown
Bourbon Coffee,103 Canal,Boston,MA,2114,Active,FS,Eating & Drinking,6/5/19 10:59,0,0,West End
BOURBON ST. CAFE,417 Washington,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,42.35583,-71.0604,Downtown
Bourbon Street Cafe,350 Longwood,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,3/14/08 11:16,42.339072,-71.108098,Fenway
BPL Newsfeed Cafe,700 Boylston,Boston,MA,2116,Active,FS,Eating & Drinking,5/1/09 8:37,42.349231,-71.078658,Back Bay
Brannellys Cafe,4432 Washington,Roslindale,MA,2131,Active,FS,Eating & Drinking,12/7/06 13:33,42.280325,-71.134458,Roslindale
Brasserie,560 Harrison,Roxbury,MA,2118,Active,FS,Eating & Drinking,4/5/21 12:45,42.34081,-71.06744,South End
Brassica Kitchen & Cafe,3710 Washington,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,1/8/15 8:15,42.30025,-71.11308,Jamaica Plain
Brato Brewhouse & Kitchen,190 Beacon,Brighton,MA,2135,Active,FS,Eating & Drinking,11/21/18 10:27,0,0,Brighton
BREADWINNERS/STARBUCK'S,595 Commonwealth,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,42.349583,-71.099785,Fenway
Bred,2255 Dorchester,Dorchester,MA,2124,Active,FT,Eating & Drinking w/ Take Out,12/2/14 12:24,0,0,Dorchester
Breeze,130 Jersey,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,11/17/17 12:17,42.34242,-71.09657,Fenway
Brendan Behan Pub,378 Centre,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,5/23/07 13:20,42.32199,-71.10926,Jamaica Plain
Brewer's Fork,29 Bunker Hill,Charlestown,MA,2129,Active,FS,Eating & Drinking,1/13/14 13:29,0,0,Charlestown
BRICCO Restaurant/Bakery,239 Hanover,Boston,MA,2113,Active,FS,Eating & Drinking,12/7/06 13:34,42.363081,-71.054948,Downtown
Brick House Pizza & Grille,256 Washington,Brighton,MA,2135,Active,FS,Eating & Drinking,11/29/18 8:15,42.347878,-71.149719,Brighton
Brigham & Womens Coffee Connection,75 Francis,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,4/11/07 17:02,42.336106,-71.10748,Mission Hill
BRIGHAM & WOMENS FAULKNER HOSPITAL,1153 CENTRE,JAMAICA PLAIN,MA,2130,Active,FS,Eating & Drinking,12/7/06 13:33,0,0,JAMAICA PLAIN
BRIGHAM CIRCLE CHINESE FOOD,728 Huntington,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,1/23/15 11:02,42.333793,-71.105138,Mission Hill
C17/B17,4 Jersey,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,11/16/08 11:14,0,0,Fenway
Brighams & Womens Hospital - Tower Cafe,75 Francis,Boston,MA,2115,Active,FS,Eating & Drinking,12/7/06 13:34,42.336106,-71.10748,Mission Hill
Bright Arena/Briggs Cage,79 NORTH HARVARD,ALLSTON,MA,2134,Active,FS,Eating & Drinking,12/7/06 13:34,0,0,ALLSTON
Bright-Landry Arena Briggs Cafe,65 Harvard,Allston,MA,2163,Active,FT,Eating & Drinking w/ Take Out,10/22/14 12:12,42.367592,-71.125878,Allston
Brighton Bodega,328 Washington,Brighton,MA,2135,Active,FS,Eating & Drinking,10/4/16 12:49,42.34887,-71.152162,Brighton
BRIGHTON CAFE,1597 COMMONWEALTH ,BRIGHTON,MA,2135,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,0,0,BRIGHTON
BRIGHTON HOUSE OF PIZZA,218 Market,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,9/26/14 9:16,42.355172,-71.149372,Brighton
