"","INCIDENT_NUMBER","OFFENSE_CODE","OFFENSE_CODE_GROUP","OFFENSE_DESCRIPTION","DISTRICT","REPORTING_AREA","SHOOTING","OCCURRED_ON_DATE","YEAR","MONTH","DAY_OF_WEEK","HOUR","UCR_PART","STREET","Lat","Long","Location","Neighbourhood"
"8986","I152098569",361,"Robbery","ROBBERY - OTHER","A7",28,"","11/28/15 20:39",2015,11,"Saturday",20,"Part One","CHELSEA ST",42.37172266,-71.03665549,"(42.37172266, -71.03665549)","East Boston"
"14745","I152092199",3501,"Missing Person Reported","MISSING PERSON","B3",418,"","11/6/15 13:11",2015,11,"Friday",13,"Part Three","EVANS ST",42.28176871,-71.0827866,"(42.28176871, -71.08278660)","Dorchester"
"25946","I152080012",1843,"Drug Violation","DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP","C11",232,"","9/25/15 17:49",2015,9,"Friday",17,"Part Two","BOWDOIN ST",NA,NA,"(0.00000000, 0.00000000)","0"
"14804","I152092135",3115,"Investigate Person","INVESTIGATE PERSON","E18",522,"","11/6/15 10:06",2015,11,"Friday",10,"Part Three","HYDE PARK AVE",42.25052875,-71.12600162,"(42.25052875, -71.12600162)","Hyde Park"
"43928","I152060271",1001,"Counterfeiting","FORGERY / COUNTERFEITING","C11",384,"","7/21/15 11:23",2015,7,"Tuesday",11,"Part Two","GALLIVAN BLVD",42.28349369,-71.04831304,"(42.28349369, -71.04831304)","Dorchester"
"6601","I152101288",619,"Larceny","LARCENY ALL OTHERS","E13",646,"","12/7/15 10:38",2015,12,"Monday",10,"Part One","ALVESTON ST",42.310192,-71.11253218,"(42.31019200, -71.11253218)","Jamaica Plain"
"6790","I152101074",3801,"Motor Vehicle Accident Response","M/V ACCIDENT - OTHER","E18",502,"","12/7/15 9:37",2015,12,"Monday",9,"Part Three","BROOK ST",42.28411205,-71.11488033,"(42.28411205, -71.11488033)","Roslindale"
"52353","I152050709",540,"Commercial Burglary","BURGLARY - COMMERICAL - FORCE","D4",165,"","6/19/15 1:33",2015,6,"Friday",1,"Part One","ALBANY ST",42.34215144,-71.06290247,"(42.34215144, -71.06290247)","South End"
"618","I162000065",3111,"License Violation","LICENSE PREMISE VIOLATION","A1",75,"","12/31/15 23:54",2015,12,"Thursday",23,"Part Three","FRIEND ST",42.36439256,-71.06093185,"(42.36439256, -71.06093185)","Downtown"
"47802","I152055906",3109,"Police Service Incidents","SERVICE TO OTHER PD INSIDE OF MA.","D4",624,"","7/6/15 23:30",2015,7,"Monday",23,"Part Three","BOYLSTON ST",42.34489594,-71.09659186,"(42.34489594, -71.09659186)","Fenway"
"31517","I152073964",3801,"Motor Vehicle Accident Response","M/V ACCIDENT - OTHER","A1",162,"","9/6/15 3:23",2015,9,"Sunday",3,"Part Three","MARGINAL RD",42.34732132,-71.06441213,"(42.34732132, -71.06441213)","South End"
"539","I162000993",3502,"Missing Person Located","MISSING PERSON - LOCATED","D4",165,"","12/22/15 12:00",2015,12,"Tuesday",12,"Part Three","HARRISON AVE",42.34285014,-71.06516235,"(42.34285014, -71.06516235)","South End"
"32263","I152073154",413,"Aggravated Assault","ASSAULT - AGGRAVATED - BATTERY","B3",469,"","9/3/15 9:16",2015,9,"Thursday",9,"Part One","ALMONT ST",42.2752767,-71.09554245,"(42.27527670, -71.09554245)","Mattapan"
"30453","I152075121",2906,"Violations","VAL - OPERATING UNREG/UNINS  CAR","C11",378,"","9/10/15 7:32",2015,9,"Thursday",7,"Part Two","ASHMONT ST",42.28922074,-71.05182976,"(42.28922074, -71.05182976)","Dorchester"
"3625","I152104558",3410,"Towed","TOWED MOTOR VEHICLE","A7",25,"","12/19/15 3:57",2015,12,"Saturday",3,"Part Three","W EAGLE ST",42.38135785,-71.03768163,"(42.38135785, -71.03768163)","East Boston"
"52614","I152050398",2617,"Drug Violation","CONSPIRACY EXCEPT DRUG LAW","B3",446,"","6/18/15 5:45",2015,6,"Thursday",5,"Part Two","RADCLIFFE ST",42.29837812,-71.07814592,"(42.29837812, -71.07814592)","Dorchester"
"15582","I152091270",3115,"Investigate Person","INVESTIGATE PERSON","C11",342,"","11/3/15 15:34",2015,11,"Tuesday",15,"Part Three","BOWDOIN ST",42.3036967,-71.07104897,"(42.30369670, -71.07104897)","Dorchester"
"19392","I152087123",2900,"Other","VAL - VIOLATION OF AUTO LAW - OTHER","B3",944,"","10/20/15 12:54",2015,10,"Tuesday",12,"Part Two","STRATTON ST",42.28928493,-71.08667781,"(42.28928493, -71.08667781)","#N/A"
"46137","I152057847",1106,"Confidence Games","FRAUD - CREDIT CARD / ATM FRAUD","D14",795,"","6/29/15 7:00",2015,6,"Monday",7,"Part Two","COMMONWEALTH AVE",42.34900739,-71.13860108,"(42.34900739, -71.13860108)","Allston"
"2211","I152106094",3109,"Police Service Incidents","SERVICE TO OTHER PD INSIDE OF MA.","A7",28,"","12/24/15 14:00",2015,12,"Thursday",14,"Part Three","PARIS ST",42.37081805,-71.03929078,"(42.37081805, -71.03929078)","East Boston"
"2286","I152106018",3801,"Motor Vehicle Accident Response","M/V ACCIDENT - OTHER","C6",178,"","12/24/15 8:55",2015,12,"Thursday",8,"Part Three","MASSACHUSETTS AVE",42.33152148,-71.07085307,"(42.33152148, -71.07085307)","Roxbury"
"18762","I152087808",617,"Larceny","LARCENY THEFT FROM BUILDING","B2",293,"","10/22/15 6:30",2015,10,"Thursday",6,"Part One","WASHINGTON ST",42.32527722,-71.08810173,"(42.32527722, -71.08810173)","Roxbury"
"32281","I152073135",3801,"Motor Vehicle Accident Response","M/V ACCIDENT - OTHER","A7",15,"","9/3/15 6:47",2015,9,"Thursday",6,"Part Three","BENNINGTON ST",42.38157881,-71.02133878,"(42.38157881, -71.02133878)","East Boston"
"42039","I152062432",1874,"Drug Violation","DRUGS - OTHER","C6",200,"","7/28/15 12:00",2015,7,"Tuesday",12,"Part Two","W BROADWAY",42.34128751,-71.05467933,"(42.34128751, -71.05467933)","South Boston"
"7826","I152099883",1300,"Recovered Stolen Property","STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING","C6",200,"","12/3/15 15:10",2015,12,"Thursday",15,"Part Two","W BROADWAY",42.34234193,-71.05633276,"(42.34234193, -71.05633276)","South Boston"
"14751","I152092193",1415,"Vandalism","GRAFFITI","A7",13,"","11/5/15 14:00",2015,11,"Thursday",14,"Part Two","BYRON ST",42.38119576,-71.01474957,"(42.38119576, -71.01474957)","East Boston"
"24263","I152081814",1503,"Firearm Violations","WEAPON - OTHER - CARRYING / POSSESSING, ETC","C11",352,"","10/1/15 10:06",2015,10,"Thursday",10,"Part Two","CHARLES ST",42.30060543,-71.06126785,"(42.30060543, -71.06126785)","Dorchester"
"25449","I152080567",3002,"Medical Assistance","ANIMAL CONTROL - DOG BITES - ETC.","B3",468,"","9/27/15 16:18",2015,9,"Sunday",16,"Part Three","WALK HILL ST",42.27991636,-71.09674377,"(42.27991636, -71.09674377)","Mattapan"
"40849","I152063719",1402,"Vandalism","VANDALISM","B2",317,"","8/2/15 5:44",2015,8,"Sunday",5,"Part Two","HOMESTEAD ST",42.31127726,-71.08909334,"(42.31127726, -71.08909334)","Roxbury"
"10687","I152096700",301,"Robbery","ROBBERY - STREET","C11",402,"","11/21/15 14:07",2015,11,"Saturday",14,"Part One","WASHINGTON ST",42.28492596,-71.07135254,"(42.28492596, -71.07135254)","Dorchester"
"27455","I152078370",1415,"Vandalism","GRAFFITI","D14",767,"","9/18/15 0:00",2015,9,"Friday",0,"Part Two","SOLDIERS FIELD RD",42.35934409,-71.1538978,"(42.35934409, -71.15389780)","Brighton"
"12637","I152094575",1109,"Fraud","FRAUD - WIRE","B2",281,"","11/6/15 11:00",2015,11,"Friday",11,"Part Two","WINTHROP ST",42.32617421,-71.08118336,"(42.32617421, -71.08118336)","Dorchester"
"20193","I152086217",3304,"Assembly or Gathering Violations","NOISY PARTY/RADIO-NO ARREST","B2",585,"","10/17/15 0:48",2015,10,"Saturday",0,"Part Three","IROQUOIS ST",42.33014678,-71.10444485,"(42.33014678, -71.10444485)","Mission Hill"
"51377","I152051918",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","D4",623,"","6/23/15 11:13",2015,6,"Tuesday",11,"Part Three","COMMONWEALTH AVE",42.34877575,-71.09606805,"(42.34877575, -71.09606805)","Fenway"
"1165","I152107288",2610,"Other","TRESPASSING","D4",628,"","12/29/15 15:56",2015,12,"Tuesday",15,"Part Two","BROOKLINE AVE",42.34410718,-71.1018026,"(42.34410718, -71.10180260)","Fenway"
"31665","I152073806",724,"Auto Theft","AUTO THEFT","A1",112,"","9/5/15 12:53",2015,9,"Saturday",12,"Part One","SUMMER ST",42.35521625,-71.06012863,"(42.35521625, -71.06012863)","Downtown"
"22467","I152083751",3501,"Missing Person Reported","MISSING PERSON","E18",493,"","10/8/15 15:19",2015,10,"Thursday",15,"Part Three","RIVER ST",42.26194848,-71.10971613,"(42.26194848, -71.10971613)","Hyde Park"
"29826","I152075813",3802,"Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","A1",61,"","9/12/15 13:55",2015,9,"Saturday",13,"Part Three","CAUSEWAY ST",42.364881,-71.062387,"(42.36488100, -71.06238700)","Downtown"
"13689","I152093388",3207,"Property Found","PROPERTY - FOUND","C11",355,"","11/10/15 13:00",2015,11,"Tuesday",13,"Part Three","GIBSON ST",NA,NA,"(0.00000000, 0.00000000)","0"
"49862","I152053572",3115,"Investigate Person","INVESTIGATE PERSON","",NA,"","6/28/15 19:00",2015,6,"Sunday",19,"Part Three","MONSIGNOR DENNIS F O'CALL",NA,NA,"(0.00000000, 0.00000000)","0"
"50410","I152053006",3125,"Warrant Arrests","WARRANT ARREST","A7",22,"","6/26/15 20:26",2015,6,"Friday",20,"Part Three","BENNINGTON ST",42.37604046,-71.03580863,"(42.37604046, -71.03580863)","East Boston"
"18496","I152088087",1810,"Drug Violation","DRUGS - SALE / MANUFACTURING","C11",455,"","10/23/15 16:25",2015,10,"Friday",16,"Part Two","WASHINGTON ST",42.30144714,-71.07681348,"(42.30144714, -71.07681348)","Dorchester"
"13795","I152093263",413,"Aggravated Assault","ASSAULT - AGGRAVATED - BATTERY","B3",433,"","11/9/15 21:55",2015,11,"Monday",21,"Part One","CROWELL ST",42.28297379,-71.08194011,"(42.28297379, -71.08194011)","Dorchester"
"19419","I152087095",614,"Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","D4",151,"","10/20/15 7:30",2015,10,"Tuesday",7,"Part One","APPLETON ST",42.34596339,-71.07166712,"(42.34596339, -71.07166712)","Back Bay"
"51491","I152051772",1001,"Counterfeiting","FORGERY / COUNTERFEITING","B3",427,"","6/21/15 21:11",2015,6,"Sunday",21,"Part Two","FESSENDEN ST",42.27855984,-71.09199697,"(42.27855984, -71.09199697)","Mattapan"
"15703","I152091144",3018,"Medical Assistance","SICK/INJURED/MEDICAL - POLICE","B2",NA,"","11/3/15 5:30",2015,11,"Tuesday",5,"Part Three","",NA,NA,"(0.00000000, 0.00000000)","0"
"6623","I152101263",3201,"Property Lost","PROPERTY - LOST","A1",117,"","12/8/15 0:00",2015,12,"Tuesday",0,"Part Three","LAGRANGE ST",42.35157221,-71.06353927,"(42.35157221, -71.06353927)","Chinatown"
"8983","I152098572",3160,"Fire Related Reports","FIRE REPORT - CAR, BRUSH, ETC.","B2",181,"","11/28/15 20:17",2015,11,"Saturday",20,"Part Three","NORFOLK AVE",42.32587659,-71.07024947,"(42.32587659, -71.07024947)","Dorchester"
"37769","I152067039",1503,"Firearm Violations","WEAPON - OTHER - CARRYING / POSSESSING, ETC","C11",336,"Y","8/13/15 16:36",2015,8,"Thursday",16,"Part Two","NORTON ST",42.30626521,-71.06864556,"(42.30626521, -71.06864556)","Dorchester"
"29479","I152076192",2647,"Other","THREATS TO DO BODILY HARM","B2",326,"","9/13/15 18:54",2015,9,"Sunday",18,"Part Two","BLUE HILL AVE",42.31459832,-71.07883186,"(42.31459832, -71.07883186)","Dorchester"
"5407","I152102592",619,"Larceny","LARCENY ALL OTHERS","E13",946,"","12/9/15 13:41",2015,12,"Wednesday",13,"Part One","SAINT ROSE ST",42.30460133,-71.11552139,"(42.30460133, -71.11552139)","Jamaica Plain"
"44617","I152059508",3801,"Motor Vehicle Accident Response","M/V ACCIDENT - OTHER","B2",315,"","7/18/15 23:16",2015,7,"Saturday",23,"Part Three","HUMBOLDT AVE",42.31460733,-71.0883245,"(42.31460733, -71.08832450)","Roxbury"
"32634","I152072751",3018,"Medical Assistance","SICK/INJURED/MEDICAL - POLICE","D4",167,"","9/1/15 20:15",2015,9,"Tuesday",20,"Part Three","HARRISON AVE",42.33954199,-71.06940877,"(42.33954199, -71.06940877)","Roxbury"
"12585","I152094634",3802,"Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","E18",NA,"","11/14/15 2:43",2015,11,"Saturday",2,"Part Three","CUMMINS HWY",NA,NA,"(0.00000000, 0.00000000)","0"
"21085","I152085265",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","A15",59,"","10/13/15 21:25",2015,10,"Tuesday",21,"Part Three","AUSTIN ST",42.37522355,-71.0645578,"(42.37522355, -71.06455780)","Charlestown"
"1835","I152106540",522,"Residential Burglary","BURGLARY - RESIDENTIAL - NO FORCE","B3",466,"","12/26/15 12:00",2015,12,"Saturday",12,"Part One","DEERING RD",42.28414025,-71.09305138,"(42.28414025, -71.09305138)","#N/A"
"42221","I152062243",3115,"Investigate Person","INVESTIGATE PERSON","E5",663,"","7/28/15 4:00",2015,7,"Tuesday",4,"Part Three","WALTER ST",42.29122319,-71.13180259,"(42.29122319, -71.13180259)","Jamaica Plain"
"21099","I152085254",3125,"Warrant Arrests","WARRANT ARREST","C11",254,"","10/13/15 20:45",2015,10,"Tuesday",20,"Part Three","SAVIN HILL AVE",42.3123159,-71.0549829,"(42.31231590, -71.05498290)","Dorchester"
"41043","I152063499",3201,"Property Lost","PROPERTY - LOST","B3",439,"","8/1/15 9:30",2015,8,"Saturday",9,"Part Three","STRATTON ST",42.28881222,-71.08513152,"(42.28881222, -71.08513152)","Dorchester"
"25442","I152080575",413,"Aggravated Assault","ASSAULT - AGGRAVATED - BATTERY","B2",325,"","9/26/15 17:30",2015,9,"Saturday",17,"Part One","BLUE HILL AVE",42.31656425,-71.07811557,"(42.31656425, -71.07811557)","Dorchester"
"36940","I152067957",2101,"Operating Under the Influence","OPERATING UNDER THE INFLUENCE ALCOHOL","E18",537,"","8/17/15 2:45",2015,8,"Monday",2,"Part Two","ENNEKING PKWY",42.25846388,-71.14020693,"(42.25846388, -71.14020693)","Hyde Park"
"40153","I152064483",614,"Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","B3",464,"","8/4/15 16:00",2015,8,"Tuesday",16,"Part One","BLUE HILL AVE",42.29012204,-71.08964896,"(42.29012204, -71.08964896)","#N/A"
"31919","I152073534",3112,"Landlord/Tenant Disputes","LANDLORD - TENANT SERVICE","C11",396,"","9/4/15 11:53",2015,9,"Friday",11,"Part Three","SANTUIT ST",42.29042439,-71.0638074,"(42.29042439, -71.06380740)","Dorchester"
"10563","I152096836",619,"Larceny","LARCENY ALL OTHERS","A1",105,"","11/22/15 0:36",2015,11,"Sunday",0,"Part One","SUMMER ST",42.35545896,-71.06052398,"(42.35545896, -71.06052398)","Downtown"
"38265","I152066504",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","B2",321,"","8/11/15 18:59",2015,8,"Tuesday",18,"Part Three","BLUE HILL AVE",42.31026396,-71.0820187,"(42.31026396, -71.08201870)","Dorchester"
"10848","I152096521",2660,"Other","OTHER OFFENSE","D4",270,"","11/20/15 23:17",2015,11,"Friday",23,"Part Two","ALBANY ST",42.3318548,-71.07590333,"(42.33185480, -71.07590333)","Roxbury"
"46438","I152057527",3207,"Property Found","PROPERTY - FOUND","D4",283,"","7/12/15 9:30",2015,7,"Sunday",9,"Part Three","HUNTINGTON AVE",42.34044966,-71.08845935,"(42.34044966, -71.08845935)","Fenway"
"53554","I130031413-00",3125,"Warrant Arrests","WARRANT ARREST","D4",143,"","12/22/15 21:30",2015,12,"Tuesday",21,"Part Three","BOYLSTON ST",42.34932471,-71.08014801,"(42.34932471, -71.08014801)","Back Bay"
"44128","I152060066",413,"Aggravated Assault","ASSAULT - AGGRAVATED - BATTERY","C6",936,"","7/20/15 19:34",2015,7,"Monday",19,"Part One","FLAHERTY WAY",42.33794745,-71.05310513,"(42.33794745, -71.05310513)","South Boston"
"22925","I152083268",617,"Larceny","LARCENY THEFT FROM BUILDING","D4",133,"","10/7/15 2:28",2015,10,"Wednesday",2,"Part One","NEWBURY ST",42.35118005,-71.07666607,"(42.35118005, -71.07666607)","Back Bay"
"3814","I152104356",1402,"Vandalism","VANDALISM","D4",157,"","12/17/15 14:00",2015,12,"Thursday",14,"Part Two","RUTLAND ST",42.34092585,-71.07730561,"(42.34092585, -71.07730561)","South End"
"48990","I152054595",2907,"Violations","VAL - OPERATING AFTER REV/SUSP.","B3",463,"","7/2/15 10:05",2015,7,"Thursday",10,"Part Two","AMERICAN LEGION HWY",42.29588434,-71.092206,"(42.29588434, -71.09220600)","#N/A"
"8176","I152099495",3115,"Investigate Person","INVESTIGATE PERSON","A1",112,"","12/2/15 9:55",2015,12,"Wednesday",9,"Part Three","CHAUNCY ST",42.35251737,-71.06112927,"(42.35251737, -71.06112927)","Downtown"
"28583","I152077144",617,"Larceny","LARCENY THEFT FROM BUILDING","C6",186,"","9/13/15 13:00",2015,9,"Sunday",13,"Part One","ALLSTATE RD",42.32809966,-71.06321676,"(42.32809966, -71.06321676)","Dorchester"
"10833","I152096537",423,"Aggravated Assault","ASSAULT - AGGRAVATED","B3",437,"","11/21/15 0:14",2015,11,"Saturday",0,"Part One","NORFOLK ST",42.28809601,-71.07745125,"(42.28809601, -71.07745125)","Dorchester"
"17746","I152088889",727,"Auto Theft","AUTO THEFT - LEASED/RENTED VEHICLE","C6",222,"","10/26/15 17:43",2015,10,"Monday",17,"Part One","E BROADWAY",42.33561661,-71.03641895,"(42.33561661, -71.03641895)","South Boston"
"45299","I152058776",801,"Simple Assault","ASSAULT - SIMPLE","B2",305,"","7/14/15 21:00",2015,7,"Tuesday",21,"Part Two","MARTIN LUTHER KING JR BLV",42.32075533,-71.09035419,"(42.32075533, -71.09035419)","Roxbury"
"53111","I152049736",521,"Residential Burglary","BURGLARY - RESIDENTIAL - ATTEMPT","B2",319,"","6/15/15 19:48",2015,6,"Monday",19,"Part One","SCHUYLER ST",42.30911422,-71.08667126,"(42.30911422, -71.08667126)","Roxbury"
"49538","I152053950",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","D14",812,"","6/30/15 5:20",2015,6,"Tuesday",5,"Part Two","N HARVARD ST",42.36668653,-71.12529557,"(42.36668653, -71.12529557)","Allston"
"29133","I152076563",2905,"Violations","VAL - OPERATING WITHOUT LICENSE","A1",173,"","9/14/15 22:25",2015,9,"Monday",22,"Part Two","ATLANTIC AVE",42.34952372,-71.05705643,"(42.34952372, -71.05705643)","Downtown"
"31","I172094797",3115,"Investigate Person","INVESTIGATE PERSON","D14",775,"","7/1/15 0:01",2015,7,"Wednesday",0,"Part Three","WALLINGFORD RD",42.34134946,-71.15122795,"(42.34134946, -71.15122795)","Brighton"
"46195","I152057786",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","C11",338,"","7/12/15 0:01",2015,7,"Sunday",0,"Part Three","WINTER ST",42.30910324,-71.06259482,"(42.30910324, -71.06259482)","Dorchester"
"53342","I152003331-00",349,"Robbery","ROBBERY ATTEMPT - KNIFE - BANK","D4",134,"","8/25/15 20:45",2015,8,"Tuesday",20,"Part One","BOYLSTON ST",42.3503787,-71.07626098,"(42.35037870, -71.07626098)","Back Bay"
"45072","I152059020",617,"Larceny","LARCENY THEFT FROM BUILDING","D4",165,"","7/16/15 23:00",2015,7,"Thursday",23,"Part One","HARRISON AVE",42.34285014,-71.06516235,"(42.34285014, -71.06516235)","South End"
"7588","I152100158",3115,"Investigate Person","INVESTIGATE PERSON","E18",534,"","12/4/15 13:32",2015,12,"Friday",13,"Part Three","RIVER ST",42.24316302,-71.14175229,"(42.24316302, -71.14175229)","Hyde Park"
"44449","I152059713",520,"Residential Burglary","BURGLARY - RESIDENTIAL - FORCE","B2",604,"","7/18/15 21:00",2015,7,"Saturday",21,"Part One","HILLSIDE ST",42.330675,-71.10371734,"(42.33067500, -71.10371734)","Mission Hill"
"4620","I152103473",1001,"Counterfeiting","FORGERY / COUNTERFEITING","E13",577,"","12/15/15 15:53",2015,12,"Tuesday",15,"Part Two","WASHINGTON ST",42.31538436,-71.09870021,"(42.31538436, -71.09870021)","Jamaica Plain"
"45980","I152058024",2511,"Other","KIDNAPPING - ENTICING OR ATTEMPTED","B3",458,"","7/13/15 19:01",2015,7,"Monday",19,"Part Two","MICHIGAN AVE",42.30250605,-71.083294,"(42.30250605, -71.08329400)","Dorchester"
"3247","I152104980",3125,"Warrant Arrests","WARRANT ARREST","A1",111,"","12/20/15 18:56",2015,12,"Sunday",18,"Part Three","MASON ST",42.35483584,-71.06267377,"(42.35483584, -71.06267377)","Downtown"
"51573","I152051671",2647,"Other","THREATS TO DO BODILY HARM","A1",77,"","6/22/15 17:06",2015,6,"Monday",17,"Part Two","CONGRESS ST",42.36139413,-71.0576869,"(42.36139413, -71.05768690)","Downtown"
"24016","I152082091",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","B2",311,"","10/3/15 0:05",2015,10,"Saturday",0,"Part Two","BLUE HILL AVE",42.31656425,-71.07811557,"(42.31656425, -71.07811557)","Dorchester"
"5242","I152102756",3802,"Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","B2",314,"","12/12/15 23:58",2015,12,"Saturday",23,"Part Three","CRAWFORD ST",42.31596799,-71.09174108,"(42.31596799, -71.09174108)","Roxbury"
"11667","I152095656",724,"Auto Theft","AUTO THEFT","B3",441,"","11/17/15 18:00",2015,11,"Tuesday",18,"Part One","BROWNING AVE",NA,NA,"(0.00000000, 0.00000000)","0"
"33027","I152072328",616,"Larceny","LARCENY THEFT OF BICYCLE","B2",322,"","8/31/15 15:40",2015,8,"Monday",15,"Part One","WARREN ST",42.31503085,-71.08344018,"(42.31503085, -71.08344018)","Dorchester"
"22369","I152083851",3803,"Motor Vehicle Accident Response","M/V ACCIDENT - PERSONAL INJURY","A1",70,"","10/8/15 21:49",2015,10,"Thursday",21,"Part Three","BEACON ST",42.35678442,-71.06670845,"(42.35678442, -71.06670845)","Beacon Hill"
"5409","I152102589",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","B3",430,"","12/12/15 11:24",2015,12,"Saturday",11,"Part Three","WOODROW AVE",42.28576084,-71.09030349,"(42.28576084, -71.09030349)","#N/A"
"25931","I152080026",2905,"Violations","VAL - OPERATING WITHOUT LICENSE","C11",360,"","9/25/15 19:11",2015,9,"Friday",19,"Part Two","DORCHESTER AVE",42.29861807,-71.06064186,"(42.29861807, -71.06064186)","Dorchester"
